Volatility 3 Framework 2.28.1

Offset	Order	PID	Start	State	Type	Name	Display	Binary	Binary (Registry)	Dll
0x17f0be76e50	544	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	vpci	Microsoft Hyper-V Virtual PCI Bus	N/A	\SystemRoot\System32\drivers\vpci.sys	-
0x17f0be77a80	543	N/A	SERVICE_BOOT_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	volume	Volume driver	\Driver\volume	System32\drivers\volume.sys	-
0x17f0be774e0	542	N/A	SERVICE_BOOT_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	volsnap	Volume Shadow Copy driver	\Driver\volsnap	System32\drivers\volsnap.sys	-
0x17f0be76d60	541	N/A	SERVICE_BOOT_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	volmgrx	Dynamic Volume Manager	\Driver\volmgrx	System32\drivers\volmgrx.sys	-
0x17f0be749c0	540	N/A	SERVICE_BOOT_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	volmgr	Volume Manager Driver	\Driver\volmgr	System32\drivers\volmgr.sys	-
0x17f0be746f0	539	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	vnvdimm	Microsoft virtual NVDIMM device driver	N/A	\SystemRoot\System32\drivers\vnvdimm.sys	-
0x17f0be748d0	538	N/A	SERVICE_SYSTEM_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	vnetWFP	vnetWFP	\Driver\vnetWFP	\SystemRoot\system32\DRIVERS\vnetWFP.sys	-
0x17f0be74600	537	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	vmxnet3ndis6	vmxnet3 NDIS 6 Ethernet Adapter Driver	\Driver\vmxnet3ndis6	\SystemRoot\System32\drivers\vmxnet3.sys	-
0x17f0be757d0	536	2684	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_WIN32_OWN_PROCESS	VMwareCAFManagementAgentHost	VMware CAF Management Agent Service	"C:\Program Files\VMware\VMware Tools\VMware CAF\pme\bin\ManagementAgentHost.exe"	"C:\Program Files\VMware\VMware Tools\VMware CAF\pme\bin\ManagementAgentHost.exe"	-
0x17f0be728e0	535	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_OWN_PROCESS	VMwareCAFCommAmqpListener	VMware CAF AMQP Communication Service	N/A	"C:\Program Files\VMware\VMware Tools\VMware CAF\pme\bin\CommAmqpListener.exe"	-
0x17f0be719e0	534	436	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_WIN32_OWN_PROCESS	VMware Physical Disk Helper Service	VMware Physical Disk Helper Service	"C:\Program Files\VMware\VMware Tools\vmacthlp.exe"	"C:\Program Files\VMware\VMware Tools\vmacthlp.exe"	-
0x17f0be704e0	533	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_OWN_PROCESS	vmvss	VMware Snapshot Provider	N/A	C:\Windows\system32\dllhost.exe /Processid:{8D3A5A9B-89E5-438F-91EE-3BAF823F8A0F}	-
0x17f0be72ee0	532	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	vmusbmouse	VMware USB Pointing Device	N/A	\SystemRoot\System32\drivers\vmusbmouse.sys	-
0x17f0be756e0	531	2656	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_WIN32_OWN_PROCESS	VMTools	VMware Tools	"C:\Program Files\VMware\VMware Tools\vmtoolsd.exe"	"C:\Program Files\VMware\VMware Tools\vmtoolsd.exe"	-
0x17f0be72760	530	N/A	SERVICE_SYSTEM_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	vmrawdsk	VMware Physical Disk Helper	\Driver\vmrawdsk	\SystemRoot\system32\DRIVERS\vmrawdsk.sys	-
0x17f0be74510	529	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	vmmouse	VMware Pointing Device	\Driver\vmmouse	\SystemRoot\System32\drivers\vmmouse.sys	-
0x17f0be74420	528	N/A	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	VMMemCtl	Memory Control Driver	\Driver\VMMemCtl	\SystemRoot\system32\DRIVERS\vmmemctl.sys	-
0x17f0be75b90	527	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	vmicvss	Hyper-V Volume Shadow Copy Requestor	N/A	%systemroot%\system32\svchost.exe -k LocalSystemNetworkRestricted -p	%SystemRoot%\System32\icsvcext.dll
0x17f0be722e0	526	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	vmicvmsession	Hyper-V PowerShell Direct Service	N/A	%systemroot%\system32\svchost.exe -k LocalSystemNetworkRestricted -p	%SystemRoot%\System32\icsvc.dll
0x17f0be70360	525	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	vmictimesync	Hyper-V Time Synchronization Service	N/A	%systemroot%\system32\svchost.exe -k LocalServiceNetworkRestricted -p	%SystemRoot%\System32\icsvc.dll
0x17f0be716e0	524	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	vmicshutdown	Hyper-V Guest Shutdown Service	N/A	%systemroot%\system32\svchost.exe -k LocalSystemNetworkRestricted -p	%SystemRoot%\System32\icsvc.dll
0x17f0be71860	523	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	vmicrdv	Hyper-V Remote Desktop Virtualization Service	N/A	%systemroot%\system32\svchost.exe -k ICService -p	%SystemRoot%\System32\icsvcext.dll
0x17f0be70c60	522	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	vmickvpexchange	Hyper-V Data Exchange Service	N/A	%systemroot%\system32\svchost.exe -k LocalSystemNetworkRestricted -p	%SystemRoot%\System32\icsvc.dll
0x17f0be725e0	521	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	vmicheartbeat	Hyper-V Heartbeat Service	N/A	%systemroot%\system32\svchost.exe -k ICService -p	%SystemRoot%\System32\icsvc.dll
0x17f0be72160	520	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	vmicguestinterface	Hyper-V Guest Service Interface	N/A	%systemroot%\system32\svchost.exe -k LocalSystemNetworkRestricted -p	%SystemRoot%\System32\icsvc.dll
0x17f0be72460	519	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_FILE_SYSTEM_DRIVER	vmhgfs	VMware Host Guest Client Redirector	\FileSystem\vmhgfs	system32\DRIVERS\vmhgfs.sys	-
0x17f0be755f0	518	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	vmgid	Microsoft Hyper-V Guest Infrastructure Driver	N/A	\SystemRoot\System32\drivers\vmgid.sys	-
0x17f0be75aa0	517	N/A	SERVICE_BOOT_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	vmci	VMware VMCI Bus Driver	\Driver\vmci	System32\drivers\vmci.sys	-
0x17f0be75230	516	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	VMBusHID	VMBusHID	N/A	\SystemRoot\System32\drivers\VMBusHID.sys	-
0x17f0be74330	515	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	vmbus	Virtual Machine Bus	N/A	System32\drivers\vmbus.sys	-
0x17f0be75140	514	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	vm3dmp	vm3dmp	\Driver\vm3dmp	\SystemRoot\system32\DRIVERS\vm3dmp.sys	-
0x17f0be74f60	513	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	vhf	Virtual HID Framework (VHF) Driver	N/A	\SystemRoot\System32\drivers\vhf.sys	-
0x17f0be75500	512	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	vhdmp	vhdmp	N/A	\SystemRoot\System32\drivers\vhdmp.sys	-
0x17f0be74ba0	511	2648	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_WIN32_OWN_PROCESS	VGAuthService	VMware Alias Manager and Ticket Service	"C:\Program Files\VMware\VMware Tools\VMware VGAuth\VGAuthService.exe"	"C:\Program Files\VMware\VMware Tools\VMware VGAuth\VGAuthService.exe"	-
0x17f0be71fe0	510	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	VerifierExt	VerifierExt	N/A	system32\drivers\VerifierExt.sys	-
0x17f0be747e0	509	2616	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_WIN32_OWN_PROCESS	Velociraptor	Velociraptor Service	"C:\Program Files\Velociraptor\Velociraptor.exe" service run 	"C:\Program Files\Velociraptor\Velociraptor.exe" service run 	-
0x17f0be71560	508	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_OWN_PROCESS	vds	Virtual Disk	N/A	%SystemRoot%\System32\vds.exe	-
0x17f0be70960	507	N/A	SERVICE_BOOT_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	vdrvroot	Microsoft Virtual Drive Enumerator	\Driver\vdrvroot	System32\drivers\vdrvroot.sys	-
0x17f0be74240	506	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	VaultSvc	Credential Manager	N/A	%SystemRoot%\system32\lsass.exe	C:\Windows\System32\vaultsvc.dll
0x17f0be701e0	505	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	UsoSvc	Update Orchestrator Service	N/A	%systemroot%\system32\svchost.exe -k netsvcs	%systemroot%\system32\usocore.dll
0x17f0be710e0	504	544	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_WIN32_SHARE_PROCESS	UserManager	User Manager	C:\WINDOWS\system32\svchost.exe -k netsvcs -p	%SystemRoot%\system32\svchost.exe -k netsvcs -p	-
0x17f0be70060	503	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	UserDataSvc	User Data Access	N/A	%SystemRoot%\system32\svchost.exe -k UnistackSvcGroup	%SystemRoot%\System32\userdataservice.dll
0x17f0be72d60	502	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	USBXHCI	USB xHCI Compliant Host Controller	N/A	\SystemRoot\System32\drivers\USBXHCI.SYS	-
0x17f0be75050	501	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	usbuhci	Microsoft USB Universal Host Controller Miniport Driver	N/A	\SystemRoot\System32\drivers\usbuhci.sys	-
0x17f0be74d80	500	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	USBSTOR	USB Mass Storage Driver	N/A	\SystemRoot\System32\drivers\USBSTOR.SYS	-
0x17f0be74150	499	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	usbser	Microsoft USB Serial Driver	N/A	\SystemRoot\System32\drivers\usbser.sys	-
0x17f0be75320	498	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	usbprint	Microsoft USB PRINTER Class	N/A	\SystemRoot\System32\drivers\usbprint.sys	-
0x17f0be75410	497	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	usbohci	Microsoft USB Open Host Controller Miniport Driver	N/A	\SystemRoot\System32\drivers\usbohci.sys	-
0x17f0be74060	496	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	USBHUB3	SuperSpeed Hub	N/A	\SystemRoot\System32\drivers\UsbHub3.sys	-
0x17f0be75d70	495	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	usbhub	Microsoft USB Standard Hub Driver	N/A	\SystemRoot\System32\drivers\usbhub.sys	-
0x17f0be759b0	494	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	usbehci	Microsoft USB 2.0 Enhanced Host Controller Miniport Driver	N/A	\SystemRoot\System32\drivers\usbehci.sys	-
0x17f0be75c80	493	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	usbcir	eHome Infrared Receiver (USBCIR)	N/A	\SystemRoot\System32\drivers\usbcir.sys	-
0x17f0be74e70	492	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	usbccgp	Microsoft USB Generic Parent Driver	N/A	\SystemRoot\System32\drivers\usbccgp.sys	-
0x17f0be74ab0	491	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	UrsSynopsys	Synopsys USB Role-Switch Driver	N/A	\SystemRoot\System32\drivers\urssynopsys.sys	-
0x17f0be758c0	490	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	UrsCx01000	USB Role-Switch Support Library	N/A	system32\drivers\urscx01000.sys	-
0x17f0be74c90	489	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	UrsChipidea	Chipidea USB Role-Switch Driver	N/A	\SystemRoot\System32\drivers\urschipidea.sys	-
0x17f0be6de60	488	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	upnphost	UPnP Device Host	N/A	%SystemRoot%\system32\svchost.exe -k LocalServiceAndNoImpersonation -p	%SystemRoot%\System32\upnphost.dll
0x17f0be71ce0	487	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	UnistoreSvc	User Data Storage	N/A	%SystemRoot%\System32\svchost.exe -k UnistackSvcGroup	%SystemRoot%\System32\unistore.dll
0x17f0be71e60	486	1056	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_WIN32_SHARE_PROCESS	UmRdpService	Remote Desktop Services UserMode Port Redirector	C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p	%SystemRoot%\System32\svchost.exe -k LocalSystemNetworkRestricted -p	-
0x17f0be72be0	485	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	UmPass	Microsoft UMPass Driver	N/A	\SystemRoot\System32\drivers\umpass.sys	-
0x17f0be6d140	484	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	umbus	UMBus Enumerator Driver	\Driver\umbus	\SystemRoot\System32\drivers\umbus.sys	-
0x17f0be6cf60	483	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_OWN_PROCESS|SERVICE_INTERACTIVE_PROCESS	UI0Detect	Interactive Services Detection	N/A	%SystemRoot%\system32\UI0Detect.exe	-
0x17f0be71260	482	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	ufxsynopsys	USB Synopsys Controller	N/A	\SystemRoot\System32\drivers\ufxsynopsys.sys	-
0x17f0be6ce70	481	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	UfxChipidea	USB Chipidea Controller	N/A	\SystemRoot\System32\drivers\UfxChipidea.sys	-
0x17f0be6cc90	480	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	Ufx01000	USB Function Class Extension	N/A	system32\drivers\ufx01000.sys	-
0x17f0be6c7e0	479	N/A	SERVICE_DISABLED	SERVICE_STOPPED	SERVICE_WIN32_OWN_PROCESS	UevAgentService	User Experience Virtualization Service	N/A	%systemroot%\system32\AgentService.exe	-
0x17f0be72a60	478	N/A	SERVICE_DISABLED	SERVICE_STOPPED	SERVICE_FILE_SYSTEM_DRIVER	UevAgentDriver	UevAgentDriver	N/A	\SystemRoot\system32\drivers\UevAgentDriver.sys	-
0x17f0be6c9c0	477	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	UEFI	Microsoft UEFI Driver	N/A	\SystemRoot\System32\drivers\UEFI.sys	-
0x17f0be6cd80	476	N/A	SERVICE_DISABLED	SERVICE_STOPPED	SERVICE_FILE_SYSTEM_DRIVER	udfs	udfs	N/A	system32\DRIVERS\udfs.sys	-
0x17f0be6c6f0	475	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	UdeCx	USB Device Emulation Support Library	N/A	system32\drivers\udecx.sys	-
0x17f0be6c510	474	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	Ucx01000	USB Host Support Library	N/A	system32\drivers\ucx01000.sys	-
0x17f0be6c420	473	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	UcmUcsi	USB Connector Manager UCSI Client	N/A	\SystemRoot\System32\drivers\UcmUcsi.sys	-
0x17f0be6c330	472	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	UcmTcpciCx0101	UCM-TCPCI KMDF Class Extension	N/A	System32\Drivers\UcmTcpciCx.sys	-
0x17f0be6d8c0	471	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	UcmCx0101	USB Connector Manager KMDF Class Extension	N/A	System32\Drivers\UcmCx.sys	-
0x17f0be6c240	470	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	UASPStor	USB Attached SCSI (UAS) Driver	N/A	\SystemRoot\System32\drivers\uaspstor.sys	-
0x17f0be6c600	469	N/A	SERVICE_DISABLED	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	tzautoupdate	Auto Time Zone Updater	N/A	%SystemRoot%\system32\svchost.exe -k LocalService -p	%SystemRoot%\system32\tzautoupdate.dll
0x17f0be6ac50	468	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	tunnel	Microsoft Tunnel Miniport Adapter Driver	N/A	\SystemRoot\System32\drivers\tunnel.sys	-
0x17f0be6dd70	467	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	tsusbhub	Remote Desktop USB Hub	\Driver\tsusbhub	\SystemRoot\System32\drivers\tsusbhub.sys	-
0x17f0be6cba0	466	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	TsUsbGD	Remote Desktop Generic USB Device	N/A	\SystemRoot\System32\drivers\TsUsbGD.sys	-
0x17f0be6d410	465	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	tsusbflt	Remote Desktop USB Hub Class Filter Driver	N/A	System32\drivers\TsUsbFlt.sys	-
0x17f0be6c150	464	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_OWN_PROCESS	TrustedInstaller	Windows Modules Installer	N/A	%SystemRoot%\servicing\TrustedInstaller.exe	-
0x17f0be6aad0	463	1056	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_WIN32_SHARE_PROCESS	TrkWks	Distributed Link Tracking Client	C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p	%SystemRoot%\System32\svchost.exe -k LocalSystemNetworkRestricted -p	%SystemRoot%\System32\trkwks.dll
0x17f0be6a950	462	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	TPM	TPM	N/A	\SystemRoot\System32\drivers\tpm.sys	-
0x17f0be6c8d0	461	544	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_WIN32_SHARE_PROCESS	TokenBroker	Web Account Manager	C:\WINDOWS\system32\svchost.exe -k netsvcs -p	%SystemRoot%\system32\svchost.exe -k netsvcs -p	%SystemRoot%\System32\TokenBroker.dll
0x17f0be6a4d0	460	1064	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_WIN32_SHARE_PROCESS	TimeBrokerSvc	Time Broker	C:\WINDOWS\system32\svchost.exe -k LocalServiceNetworkRestricted -p	%SystemRoot%\system32\svchost.exe -k LocalServiceNetworkRestricted -p	-
0x17f0be6a350	459	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	tiledatamodelsvc	Tile Data model server	N/A	%systemroot%\system32\svchost.exe -k appmodel -p	-
0x17f0be6be50	458	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_OWN_PROCESS	TieringEngineService	Storage Tiers Management	N/A	%SystemRoot%\system32\TieringEngineService.exe	-
0x17f0be6bb50	457	544	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_WIN32_SHARE_PROCESS	Themes	Themes	C:\WINDOWS\system32\svchost.exe -k netsvcs -p	%SystemRoot%\System32\svchost.exe -k netsvcs -p	-
0x17f0be6a7d0	456	848	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_WIN32_SHARE_PROCESS	TermService	Remote Desktop Services	C:\WINDOWS\System32\svchost.exe -k NetworkService	%SystemRoot%\System32\svchost.exe -k NetworkService	%SystemRoot%\System32\termsrv.dll
0x17f0be6a1d0	455	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	terminpt	Microsoft Remote Desktop Input Driver	N/A	\SystemRoot\System32\drivers\terminpt.sys	-
0x17f0be6dc80	454	N/A	SERVICE_SYSTEM_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	tdx	NetIO Legacy TDI Support Driver	\Driver\tdx	\SystemRoot\system32\DRIVERS\tdx.sys	-
0x17f0be6daa0	453	N/A	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	tcpipreg	TCP/IP Registry Compatibility	\Driver\tcpipreg	System32\drivers\tcpipreg.sys	-
0x17f0be6d7d0	452	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	Tcpip6	@todo.dll,-100;Microsoft IPv6 Protocol Driver	N/A	System32\drivers\tcpip.sys	-
0x17f0be6d6e0	451	N/A	SERVICE_BOOT_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	Tcpip	TCP/IP Protocol Driver	\Driver\Tcpip	System32\drivers\tcpip.sys	-
0x17f0be6d5f0	450	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	TapiSrv	Telephony	N/A	%SystemRoot%\System32\svchost.exe -k NetworkService -p	-
0x17f0be6b850	449	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	TabletInputService	Touch Keyboard and Handwriting Panel Service	N/A	%SystemRoot%\System32\svchost.exe -k LocalSystemNetworkRestricted -p	%SystemRoot%\System32\TabSvc.dll
0x17f0be6bcd0	448	876	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_WIN32_SHARE_PROCESS	SystemEventsBroker	System Events Broker	C:\WINDOWS\system32\svchost.exe -k DcomLaunch -p	%SystemRoot%\system32\svchost.exe -k DcomLaunch -p	-
0x17f0be6b6d0	447	N/A	SERVICE_BOOT_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	SysmonDrv	SysmonDrv	\Driver\SysmonDrv	SysmonDrv.sys	-
0x17f0be6cab0	446	2604	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_WIN32_OWN_PROCESS	Sysmon64	Sysmon64	C:\WINDOWS\Sysmon64.exe	C:\WINDOWS\Sysmon64.exe	-
0x17f0be6b9d0	445	1056	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_WIN32_SHARE_PROCESS	SysMain	Superfetch	C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p	%systemroot%\system32\svchost.exe -k LocalSystemNetworkRestricted -p	%systemroot%\system32\sysmain.dll
0x17f0be6b0d0	444	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	Synth3dVsc	Synth3dVsc	N/A	\SystemRoot\System32\drivers\Synth3dVsc.sys	-
0x17f0be6d320	443	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_OWN_PROCESS	swprv	Microsoft Software Shadow Copy Provider	N/A	%SystemRoot%\System32\svchost.exe -k swprv	%Systemroot%\System32\swprv.dll
0x17f0be6a650	442	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	swenum	Software Bus Driver	\Driver\swenum	\SystemRoot\System32\drivers\swenum.sys	-
0x17f0be6d050	441	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	svsvc	Spot Verifier	N/A	%SystemRoot%\system32\svchost.exe -k LocalSystemNetworkRestricted -p	-
0x17f0be6af50	440	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	storvsc	storvsc	N/A	System32\drivers\storvsc.sys	-
0x17f0be6d230	439	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	storufs	Microsoft Universal Flash Storage (UFS) Driver	N/A	System32\drivers\storufs.sys	-
0x17f0be6c060	438	1056	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_WIN32_SHARE_PROCESS	StorSvc	Storage Service	C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p	%SystemRoot%\System32\svchost.exe -k LocalSystemNetworkRestricted -p	%SystemRoot%\system32\storsvc.dll
0x17f0be6b550	437	N/A	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_FILE_SYSTEM_DRIVER	storqosflt	Storage QoS Filter Driver	\FileSystem\storqosflt	system32\drivers\storqosflt.sys	-
0x17f0be6db90	436	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	stornvme	Microsoft Standard NVM Express Driver	N/A	System32\drivers\stornvme.sys	-
0x17f0be6d9b0	435	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	storflt	Microsoft Hyper-V Storage Accelerator	N/A	System32\drivers\vmstorfl.sys	-
0x17f0be6d500	434	N/A	SERVICE_BOOT_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	storahci	Microsoft Standard SATA AHCI Driver	\Driver\storahci	System32\drivers\storahci.sys	-
0x17f0be62e60	433	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_OWN_PROCESS	stisvc	Windows Image Acquisition (WIA)	N/A	%SystemRoot%\system32\svchost.exe -k imgsvc	%SystemRoot%\System32\wiaservc.dll
0x17f0be6b250	432	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	stexstor	stexstor	N/A	System32\drivers\stexstor.sys	-
0x17f0be61ba0	431	4912	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_WIN32_SHARE_PROCESS	StateRepository	State Repository Service	C:\WINDOWS\system32\svchost.exe -k appmodel -p	%SystemRoot%\system32\svchost.exe -k appmodel -p	-
